year,month,capital,country_code,gas_ppi,elect_ppi,country_clean
2013,Feb,Madrid,(ES),7.90435095058742,24.272863183425194,Spain
2013,Feb,Stockholm,(SE),14.6669121906044,13.024206205987761,Sweden
2013,Feb,Bern,(CH),NA,9.863809057769812,Switzerland
2013,Feb,Kyiv,(UA),NA,NA,Ukraine
2013,Feb,Average,-,7.99297633783714,18.888662832218518,NA
2013,Feb,Average,-,8.047803864052876,NA,NA
2013,Mar,Vienna,(AT),7.173064387629463,18.514521619468383,Austria
2013,Mar,Brussels,(BE),6.336564770174103,20.006265944591146,Belgium
2013,Mar,Sofia,(BG),NA,NA,Bulgaria
2013,Mar,Zagreb,(HR),8.333759092250181,NA,Croatia
2013,Mar,Prague,(CZ),8.696141129702742,NA,Czech Republic
2013,Mar,Copenhagen,(DK),8.463211399676608,23.052374411302985,Denmark
2013,Mar,Tallinn,(EE),NA,NA,Estonia
2013,Mar,Paris,(FR),5.893001150488112,13.101072247808382,France
2013,Mar,Berlin,(DE),6.705358824953896,27.617402157107463,Germany
2013,Mar,London,(GB),5.107131654389678,15.893328295839293,United Kingdom
2013,Mar,Athens,(GR),8.98152497353699,17.551891505087987,Greece
2013,Mar,Budapest,(HU),NA,NA,Hungary
2013,Mar,Dublin,(IE),6.213654652362653,20.1084365214916,Ireland
2013,Mar,Rome,(IT),9.255685227706493,18.933846199019293,Italy
2013,Mar,Riga,(LV),NA,NA,Latvia
2013,Mar,Vilnius,(LT),NA,NA,Lithuania
2013,Mar,Luxembourg,City,5.635024116556505,14.53554731581493,Luxembourg
2013,Mar,Amsterdam,(NL),6.449903408495017,17.943872845957724,Netherlands
2013,Mar,Warsaw,(PL),8.620244792126991,NA,Poland
2013,Mar,Lisbon,(PT),10.436378808412138,27.18353084319234,Portugal
2013,Mar,Bucharest,(RO),NA,NA,Romania
2013,Mar,Belgrade,(RS),9.089526863208361,NA,Serbia
2013,Mar,Bratislava,(SK),7.950448524485142,NA,Slovakia
2013,Mar,Ljubljana,(SI),8.947271470791705,NA,Slovenia
2013,Mar,Madrid,(ES),7.90435095058742,24.272863183425194,Spain
2013,Mar,Stockholm,(SE),14.667025677041874,12.85982390908404,Sweden
2013,Mar,Bern,(CH),NA,9.863809057769812,Switzerland
2013,Mar,Kyiv,(UA),NA,NA,Ukraine
2013,Mar,Average,-,8.147922964276557,18.872980244603045,NA
2013,Mar,Average,-,8.042963593728803,NA,NA
2013,Apr,Vienna,(AT),7.173064387629463,18.514521619468383,Austria
2013,Apr,Brussels,(BE),6.226033507586268,19.53542496531352,Belgium
2013,Apr,Sofia,(BG),NA,NA,Bulgaria
2013,Apr,Zagreb,(HR),8.312697874495468,NA,Croatia
2013,Apr,Prague,(CZ),8.69614112917054,NA,Czech Republic
2013,Apr,Copenhagen,(DK),8.643135063927296,22.499067896389324,Denmark
2013,Apr,Tallinn,(EE),NA,NA,Estonia
2013,Apr,Paris,(FR),6.276568646087095,13.101072247808382,France
2013,Apr,Berlin,(DE),6.705358824953896,27.617402157107463,Germany
2013,Apr,London,(GB),5.106927898707446,15.684908899549738,United Kingdom
2013,Apr,Athens,(GR),9.0139793119846,17.551891505087987,Greece
2013,Apr,Budapest,(HU),NA,NA,Hungary
2013,Apr,Dublin,(IE),6.213654652362653,20.1084365214916,Ireland
2013,Apr,Rome,(IT),8.926904049094167,18.801519022031695,Italy
2013,Apr,Riga,(LV),NA,NA,Latvia
2013,Apr,Vilnius,(LT),NA,NA,Lithuania
2013,Apr,Luxembourg,City,5.565052984039981,14.512252136063198,Luxembourg
2013,Apr,Amsterdam,(NL),6.442671178778728,17.974522177820372,Netherlands
2013,Apr,Warsaw,(PL),8.620244791068451,NA,Poland
2013,Apr,Lisbon,(PT),10.436378808412138,27.18353084319234,Portugal
2013,Apr,Bucharest,(RO),NA,NA,Romania
2013,Apr,Belgrade,(RS),9.089526862636214,NA,Serbia
2013,Apr,Bratislava,(SK),7.950448524485142,NA,Slovakia
2013,Apr,Ljubljana,(SI),8.947271470791705,NA,Slovenia
2013,Apr,Madrid,(ES),7.90435095058742,22.60267819904909,Spain
2013,Apr,Stockholm,(SE),14.66696882793811,13.065056276910939,Sweden
2013,Apr,Bern,(CH),NA,9.863809057769812,Switzerland
2013,Apr,Kyiv,(UA),NA,NA,Ukraine
2013,Apr,Average,-,7.9909396253737155,18.672990918362004,NA
2013,Apr,Average,-,8.04586898723684,NA,NA
2013,May,Vienna,(AT),7.173064387629463,18.514521619468383,Austria
2013,May,Brussels,(BE),6.226033507586268,19.51967059034149,Belgium
2013,May,Sofia,(BG),NA,NA,Bulgaria
2013,May,Zagreb,(HR),8.300658574865635,NA,Croatia
2013,May,Prague,(CZ),8.696141129319441,NA,Czech Republic
2013,May,Copenhagen,(DK),8.10894764729448,22.479974489795918,Denmark
2013,May,Tallinn,(EE),NA,NA,Estonia
2013,May,Paris,(FR),6.2938460933193445,13.167398687696712,France
2013,May,Berlin,(DE),6.705358824953896,27.617402157107463,Germany
2013,May,London,(GB),5.106927899482999,15.684908899549738,United Kingdom
2013,May,Athens,(GR),8.43629208761714,17.551891505087987,Greece
2013,May,Budapest,(HU),NA,NA,Hungary
2013,May,Dublin,(IE),6.213654652362653,20.1084365214916,Ireland
2013,May,Rome,(IT),8.926904049094167,18.744066320188704,Italy
2013,May,Riga,(LV),NA,NA,Latvia
2013,May,Vilnius,(LT),NA,NA,Lithuania
2013,May,Luxembourg,City,5.565052984039981,14.53554731581493,Luxembourg
2013,May,Amsterdam,(NL),6.457442003146302,17.998571506066575,Netherlands
2013,May,Warsaw,(PL),8.620244791850688,NA,Poland
2013,May,Lisbon,(PT),10.436378808412138,27.18353084319234,Portugal
2013,May,Bucharest,(RO),NA,NA,Romania
2013,May,Belgrade,(RS),9.089526861460776,NA,Serbia
2013,May,Bratislava,(SK),7.950448524485142,NA,Slovakia
2013,May,Ljubljana,(SI),8.917822008707363,NA,Slovenia
2013,May,Madrid,(ES),7.90435095058742,22.60267819904909,Spain
2013,May,Stockholm,(SE),14.666968826944426,13.048294906121214,Sweden
2013,May,Bern,(CH),NA,9.863809057769812,Switzerland
2013,May,Kyiv,(UA),NA,NA,Ukraine
2013,May,Average,-,8.088867214011998,18.673298191274547,NA
2013,May,Average,-,7.989803230657986,NA,NA
2013,June,Vienna,(AT),7.173064387629463,18.58359889910915,Austria
2013,June,Brussels,(BE),6.042381655999641,18.946963254710646,Belgium
2013,June,Sofia,(BG),NA,NA,Bulgaria
2013,June,Zagreb,(HR),8.307367092092017,NA,Croatia
2013,June,Prague,(CZ),8.696163604536599,NA,Czech Republic
2013,June,Copenhagen,(DK),8.084078238416632,22.46462912087912,Denmark
2013,June,Tallinn,(EE),NA,NA,Estonia
2013,June,Paris,(FR),6.259613443995946,13.16668741220193,France
2013,June,Berlin,(DE),6.705358824953896,27.617402157107463,Germany
2013,June,London,(GB),5.106927899506492,15.684908899549738,United Kingdom
2013,June,Athens,(GR),8.450571996534089,17.551891505087987,Greece
2013,June,Budapest,(HU),NA,NA,Hungary
2013,June,Dublin,(IE),6.213654652362653,20.1084365214916,Ireland
2013,June,Rome,(IT),8.926904049094167,18.834013565493144,Italy
2013,June,Riga,(LV),NA,NA,Latvia
2013,June,Vilnius,(LT),NA,NA,Lithuania
2013,June,Luxembourg,City,5.565052984039981,14.512252136063198,Luxembourg
2013,June,Amsterdam,(NL),6.450480982044374,17.987631774044807,Netherlands
2013,June,Warsaw,(PL),8.620244791091972,NA,Poland
2013,June,Lisbon,(PT),10.436378808412138,27.18353084319234,Portugal
2013,June,Bucharest,(RO),NA,NA,Romania
2013,June,Belgrade,(RS),9.089526861927126,NA,Serbia
2013,June,Bratislava,(SK),7.950448524485142,NA,Slovakia
2013,June,Ljubljana,(SI),8.04741949721203,NA,Slovenia
2013,June,Madrid,(ES),7.90435095058742,22.60267819904909,Spain
2013,June,Stockholm,(SE),14.666968825394862,12.72783965486852,Sweden
2013,June,Bern,(CH),NA,9.863809057769812,Switzerland
2013,June,Kyiv,(UA),NA,NA,Ukraine
2013,June,Average,-,7.874075326757343,18.62100288339965,NA
2013,June,Average,-,7.934847903515832,NA,NA
2013,July,Vienna,(AT),7.173064387629463,18.58359889910915,Austria
2013,July,Brussels,(BE),6.028686091393277,18.950901848453654,Belgium
2013,July,Sofia,(BG),NA,NA,Bulgaria
2013,July,Zagreb,(HR),8.34431136603512,21.05095066748994,Croatia
2013,July,Prague,(CZ),8.696693064092598,28.819419953491526,Czech Republic
2013,July,Copenhagen,(DK),8.030723666945546,22.19932299843014,Denmark
2013,July,Tallinn,(EE),NA,NA,Estonia
2013,July,Paris,(FR),6.252311198143571,13.16668741220193,France
2013,July,Berlin,(DE),6.705358824953896,27.617402157107463,Germany
2013,July,London,(GB),5.106927899518842,15.637267214840126,United Kingdom
2013,July,Athens,(GR),8.516778846967213,17.551891505087987,Greece
2013,July,Budapest,(HU),7.1724355124563814,25.890381139897567,Hungary
2013,July,Dublin,(IE),6.213654652362653,20.1084365214916,Ireland
2013,July,Rome,(IT),8.886493821142986,19.056483738047,Italy
2013,July,Riga,(LV),NA,NA,Latvia
2013,July,Vilnius,(LT),NA,NA,Lithuania
2013,July,Luxembourg,City,5.3224863896501695,14.53554731581493,Luxembourg
2013,July,Amsterdam,(NL),6.365457080990181,17.927418042420847,Netherlands
2013,July,Warsaw,(PL),8.620244791734034,24.643383162145334,Poland
2013,July,Lisbon,(PT),11.029854538440233,27.18353084319234,Portugal
2013,July,Bucharest,(RO),6.095739567204997,26.207248496066637,Romania
2013,July,Belgrade,(RS),9.089526862831809,11.776611092474193,Serbia
2013,July,Bratislava,(SK),7.950448524485142,23.808803131465115,Slovakia
2013,July,Ljubljana,(SI),8.181543155478526,20.003348986381603,Slovenia
2013,July,Madrid,(ES),8.207140153094944,22.884357495299998,Spain
2013,July,Stockholm,(SE),14.666968827705642,12.50190947013253,Sweden
2013,July,Bern,(CH),NA,9.863809057769812,Switzerland
2013,July,Kyiv,(UA),NA,NA,Ukraine
2013,July,Average,-,7.9230197230453285,20.440853074750468,NA
2013,July,Average,-,7.848038601057147,NA,NA
2013,Aug,Vienna,(AT),7.173064387629463,18.58359889910915,Austria
2013,Aug,Brussels,(BE),5.978110967193304,18.698115740947948,Belgium
2013,Aug,Sofia,(BG),NA,NA,Bulgaria
2013,Aug,Zagreb,(HR),8.381845715380708,21.145545960841808,Croatia
2013,Aug,Prague,(CZ),8.699132460769368,28.819334938176848,Czech Republic
2013,Aug,Copenhagen,(DK),8.044305027929944,22.00936028257457,Denmark
2013,Aug,Tallinn,(EE),NA,NA,Estonia
2013,Aug,Paris,(FR),6.237560677134271,13.748688585806496,France
2013,Aug,Berlin,(DE),6.705358824953896,27.617402157107463,Germany
2013,Aug,London,(GB),5.106927898963301,15.637267214840126,United Kingdom
2013,Aug,Athens,(GR),8.259740486462142,17.551891505087987,Greece
2013,Aug,Budapest,(HU),7.172435512373044,25.890381139897567,Hungary
2013,Aug,Dublin,(IE),6.213654652362653,20.1084365214916,Ireland
2013,Aug,Rome,(IT),8.864598189310078,19.01713793542199,Italy
2013,Aug,Riga,(LV),NA,NA,Latvia
2013,Aug,Vilnius,(LT),NA,NA,Lithuania
2013,Aug,Luxembourg,City,5.3224863896501695,14.53554731581493,Luxembourg
2013,Aug,Amsterdam,(NL),6.371624565575104,17.914308446196408,Netherlands
2013,Aug,Warsaw,(PL),8.620244792427183,24.64336443385099,Poland
2013,Aug,Lisbon,(PT),11.029854538440233,27.18353084319234,Portugal
2013,Aug,Bucharest,(RO),6.095739567556956,26.207206553660132,Romania
2013,Aug,Belgrade,(RS),9.121677909915373,13.138462033414326,Serbia
2013,Aug,Bratislava,(SK),7.950448524485142,23.808803131465115,Slovakia
2013,Aug,Ljubljana,(SI),8.181543155478526,20.003348986381603,Slovenia
2013,Aug,Madrid,(ES),8.207140153094944,23.095884316858196,Spain
2013,Aug,Stockholm,(SE),14.666968821407382,12.52096220508129,Sweden
2013,Aug,Bern,(CH),NA,9.863809057769812,Switzerland
2013,Aug,Kyiv,(UA),NA,NA,Ukraine
2013,Aug,Average,-,7.775370728979895,20.459572443624882,NA
2013,Aug,Average,-,7.836566509931507,NA,NA
2013,Sep,Vienna,(AT),7.173064387629463,18.466810313609038,Austria
2013,Sep,Brussels,(BE),5.970949887660565,18.5708275522535,Belgium
2013,Sep,Sofia,(BG),NA,NA,Bulgaria
2013,Sep,Zagreb,(HR),8.393451313840417,21.17489787662462,Croatia
2013,Sep,Prague,(CZ),8.699373052886028,28.819296196163428,Czech Republic
2013,Sep,Copenhagen,(DK),7.998193110075353,21.807152668759812,Denmark
2013,Sep,Tallinn,(EE),NA,NA,Estonia
2013,Sep,Paris,(FR),6.231706068958159,13.748688585806496,France
2013,Sep,Berlin,(DE),6.705358824953896,27.670864146936644,Germany
2013,Sep,London,(GB),5.106927898718691,15.709404406284966,United Kingdom
2013,Sep,Athens,(GR),8.277914915992804,17.551891505087987,Greece
2013,Sep,Budapest,(HU),7.174714338426823,25.898606740535016,Hungary
2013,Sep,Dublin,(IE),6.213654652362653,20.1084365214916,Ireland
2013,Sep,Rome,(IT),8.864598189310078,19.01713793542199,Italy
2013,Sep,Riga,(LV),NA,NA,Latvia
2013,Sep,Vilnius,(LT),NA,NA,Lithuania
2013,Sep,Luxembourg,City,5.3224863896501695,14.512252136063198,Luxembourg
2013,Sep,Amsterdam,(NL),6.364462649404191,17.912138581993744,Netherlands
2013,Sep,Warsaw,(PL),8.620244791278408,24.653852494375645,Poland
2013,Sep,Lisbon,(PT),11.029854538440233,27.18353084319234,Portugal
2013,Sep,Bucharest,(RO),6.0957395672900745,26.20711071076108,Romania
2013,Sep,Belgrade,(RS),9.472603086695264,13.092090827515923,Serbia
2013,Sep,Bratislava,(SK),7.950448524485142,23.808803131465115,Slovakia
2013,Sep,Ljubljana,(SI),8.181543155478526,20.003348986381603,Slovenia
2013,Sep,Madrid,(ES),8.207140153094944,23.095884316858196,Spain
2013,Sep,Stockholm,(SE),14.666968821631231,12.790059004725414,Sweden
2013,Sep,Bern,(CH),NA,9.863809057769812,Switzerland
2013,Sep,Kyiv,(UA),NA,NA,Ukraine
2013,Sep,Average,-,7.907093366642458,20.44819478478839,NA
2013,Sep,Average,-,7.850972650830141,NA,NA
2013,Oct,Vienna,(AT),7.030843050626494,18.18162888389947,Austria
2013,Oct,Brussels,(BE),6.007668322964686,18.755046323233227,Belgium
2013,Oct,Sofia,(BG),NA,NA,Bulgaria
2013,Oct,Zagreb,(HR),8.353266783060446,19.78942661868972,Croatia
2013,Oct,Prague,(CZ),8.696141129728476,28.81936022810226,Czech Republic
2013,Oct,Copenhagen,(DK),8.10436658686185,22.296065541601255,Denmark
2013,Oct,Tallinn,(EE),NA,NA,Estonia
2013,Oct,Paris,(FR),6.227130964489571,13.748688585806496,France
2013,Oct,Berlin,(DE),6.705358824953896,27.670864146936644,Germany
2013,Oct,London,(GB),5.106947335138804,15.704318474801804,United Kingdom
2013,Oct,Athens,(GR),8.155886603429789,17.551891505087987,Greece
2013,Oct,Budapest,(HU),7.172435513698668,25.890381139897567,Hungary
2013,Oct,Dublin,(IE),6.331929180009963,20.44566609735269,Ireland
2013,Oct,Rome,(IT),8.688975115247969,18.902428281997828,Italy
2013,Oct,Riga,(LV),NA,NA,Latvia
2013,Oct,Vilnius,(LT),NA,NA,Lithuania
2013,Oct,Luxembourg,City,5.083029623569241,14.53554731581493,Luxembourg
2013,Oct,Amsterdam,(NL),6.368641270817134,17.912138581993744,Netherlands
2013,Oct,Warsaw,(PL),8.620244791178836,24.64346725995457,Poland
2013,Oct,Lisbon,(PT),11.029854538440233,27.180686899062238,Portugal
2013,Oct,Bucharest,(RO),6.169833274791336,26.18489253896299,Romania
2013,Oct,Belgrade,(RS),9.472603085935456,13.092193188797294,Serbia
2013,Oct,Bratislava,(SK),7.950448524485142,23.808803131465115,Slovakia
2013,Oct,Ljubljana,(SI),8.461035187579904,20.003348986381603,Slovenia
2013,Oct,Madrid,(ES),8.207140153094944,23.843500095176374,Spain
2013,Oct,Stockholm,(SE),14.66696882804372,13.217654415282475,Sweden
2013,Oct,Bern,(CH),NA,9.863809057769812,Switzerland
2013,Oct,Kyiv,(UA),NA,NA,Ukraine
2013,Oct,Average,-,7.768483123914814,20.4656844998628,NA
2013,Oct,Average,-,7.845943122188481,NA,NA
2013,Nov,Vienna,(AT),7.030843050626494,18.18162888389947,Austria
2013,Nov,Brussels,(BE),5.979471572304525,18.68343552790583,Belgium
2013,Nov,Sofia,(BG),NA,NA,Bulgaria
2013,Nov,Zagreb,(HR),8.311711528459192,20.442772889171426,Croatia
2013,Nov,Prague,(CZ),8.696141129308609,28.819345610103934,Czech Republic
2013,Nov,Copenhagen,(DK),8.155450161043367,22.306377551020407,Denmark
2013,Nov,Tallinn,(EE),NA,NA,Estonia
2013,Nov,Paris,(FR),6.2429132074968425,13.748688585806496,France
2013,Nov,Berlin,(DE),6.705358824953896,27.613676582903338,Germany
2013,Nov,London,(GB),5.195723296447529,16.1007097469282,United Kingdom
2013,Nov,Athens,(GR),8.105257835451518,17.551891505087987,Greece
2013,Nov,Budapest,(HU),6.3742821547493485,23.01094283190235,Hungary
2013,Nov,Dublin,(IE),6.331929180009963,20.690915883859947,Ireland
2013,Nov,Rome,(IT),8.702006261072125,18.917501052157657,Italy
2013,Nov,Riga,(LV),NA,NA,Latvia
2013,Nov,Vilnius,(LT),NA,NA,Lithuania
2013,Nov,Luxembourg,City,5.083029623569241,14.512252136063198,Luxembourg
2013,Nov,Amsterdam,(NL),6.364854394879121,17.912138581993744,Netherlands
2013,Nov,Warsaw,(PL),8.620244792346776,24.64336077801804,Poland
2013,Nov,Lisbon,(PT),11.029854538440233,27.180686899062238,Portugal
2013,Nov,Bucharest,(RO),6.169833275986996,26.18482506450777,Romania
2013,Nov,Belgrade,(RS),9.47260308715861,13.092224348584615,Serbia
2013,Nov,Bratislava,(SK),7.950448524485142,23.808803131465115,Slovakia
2013,Nov,Ljubljana,(SI),8.461035187579904,20.003348986381603,Slovenia
2013,Nov,Madrid,(ES),8.207140153094944,23.843500095176374,Spain
2013,Nov,Stockholm,(SE),14.666968824559982,12.978429282458892,Sweden
2013,Nov,Bern,(CH),NA,9.863809057769812,Switzerland
2013,Nov,Kyiv,(UA),NA,NA,Ukraine
2013,Nov,Average,-,7.85943871102091,20.377022070516123,NA
2013,Nov,Average,-,7.8116863910920165,NA,NA
2013,Dec,Vienna,(AT),7.030843050626494,18.18162888389947,Austria
2013,Dec,Brussels,(BE),6.0255710217965355,18.798997448865414,Belgium
2013,Dec,Sofia,(BG),NA,NA,Bulgaria
2013,Dec,Zagreb,(HR),8.277010285337122,20.35745462619651,Croatia
2013,Dec,Prague,(CZ),8.696141130029101,28.819416028303955,Czech Republic
2013,Dec,Copenhagen,(DK),8.28359153077865,22.285184458398742,Denmark
2013,Dec,Tallinn,(EE),NA,NA,Estonia
2013,Dec,Paris,(FR),6.235911096786812,13.76166936358625,France
2013,Dec,Berlin,(DE),6.714672760464206,27.613676582903338,Germany
2013,Dec,London,(GB),5.556910273211984,16.1007097469282,United Kingdom
2013,Dec,Athens,(GR),8.063716282238577,17.551891505087987,Greece
2013,Dec,Budapest,(HU),6.3742821544425885,23.01094283190235,Hungary
2013,Dec,Dublin,(IE),6.331929180009963,20.690915883859947,Ireland
2013,Dec,Rome,(IT),8.702006261072125,18.87081461471455,Italy
2013,Dec,Riga,(LV),NA,NA,Latvia
2013,Dec,Vilnius,(LT),NA,NA,Lithuania
2013,Dec,Luxembourg,City,5.083029623569241,14.53554731581493,Luxembourg
2013,Dec,Amsterdam,(NL),6.371624565575104,18.02976330397989,Netherlands
2013,Dec,Warsaw,(PL),8.620244791290435,24.643402136164077,Poland
2013,Dec,Lisbon,(PT),11.029854538440233,27.180686899062238,Portugal
2013,Dec,Bucharest,(RO),6.169833276399067,26.184921138032404,Romania
2013,Dec,Belgrade,(RS),9.16021966074771,13.09219916464189,Serbia
2013,Dec,Bratislava,(SK),7.950448524485142,23.800134004137675,Slovakia
2013,Dec,Ljubljana,(SI),8.461035187579904,20.003348986381603,Slovenia
2013,Dec,Madrid,(ES),8.207140153094944,23.843500095176374,Spain
2013,Dec,Stockholm,(SE),14.66696882441763,12.853176435040243,Sweden
2013,Dec,Bern,(CH),NA,9.863809057769812,Switzerland
2013,Dec,Kyiv,(UA),NA,NA,Ukraine
2013,Dec,Average,-,7.754893548173612,20.376228919723488,NA
2013,Dec,Average,-,7.818772007836071,NA,NA
2014,Jan,Vienna,(AT),7.033334828517346,18.60319909571271,Austria
2014,Jan,Brussels,(BE),6.046943143453303,18.954659836836306,Belgium
2014,Jan,Sofia,(BG),NA,NA,Bulgaria
2014,Jan,Zagreb,(HR),8.062379018999252,20.362370845770688,Croatia
2014,Jan,Prague,(CZ),8.611028297400786,26.56461149157495,Czech Republic
2014,Jan,Copenhagen,(DK),8.2552585884148,23.03734269426708,Denmark
2014,Jan,Tallinn,(EE),NA,NA,Estonia
2014,Jan,Paris,(FR),6.279227351299548,14.159708233874332,France
2014,Jan,Berlin,(DE),6.715881862407037,27.630146688784922,Germany
2014,Jan,London,(GB),5.3556430015098,15.767338973625511,United Kingdom
2014,Jan,Athens,(GR),8.600547287401634,18.004448785612855,Greece
2014,Jan,Budapest,(HU),6.11298437667238,22.067666699890363,Hungary
2014,Jan,Dublin,(IE),6.23357864192346,20.535811153691355,Ireland
2014,Jan,Rome,(IT),8.606739320835151,18.84600106573657,Italy
2014,Jan,Riga,(LV),NA,NA,Latvia
2014,Jan,Vilnius,(LT),NA,NA,Lithuania
2014,Jan,Luxembourg,City,5.037165112094539,15.36303068618392,Luxembourg
2014,Jan,Amsterdam,(NL),6.280463715943827,17.47574535950029,Netherlands
2014,Jan,Warsaw,(PL),8.850292238055845,25.007568282920857,Poland
2014,Jan,Lisbon,(PT),11.616377325323011,28.298780253803272,Portugal
2014,Jan,Bucharest,(RO),6.13088767846903,25.71254142517445,Romania
2014,Jan,Belgrade,(RS),9.153359461670046,12.92437379366717,Serbia
2014,Jan,Bratislava,(SK),7.969634035799964,22.320132865842407,Slovakia
2014,Jan,Ljubljana,(SI),8.489551635533275,18.645370231209668,Slovenia
2014,Jan,Madrid,(ES),8.299040678395194,24.350345505080067,Spain
2014,Jan,Stockholm,(SE),14.348900821331208,12.424013006634697,Sweden
2014,Jan,Bern,(CH),NA,11.047438011908422,Switzerland
2014,Jan,Kyiv,(UA),NA,NA,Ukraine
2014,Jan,Average,-,7.879010797913528,20.2423258227332,NA
2014,Jan,Average,-,7.822237200975019,NA,NA
2014,Feb,Vienna,(AT),7.033334828517346,18.60319909571271,Austria
2014,Feb,Brussels,(BE),6.050972982170203,18.963435930042,Belgium
2014,Feb,Sofia,(BG),NA,NA,Bulgaria
2014,Feb,Zagreb,(HR),8.056746998654557,20.34820025933697,Croatia
2014,Feb,Prague,(CZ),8.611028296573304,26.56465093389143,Czech Republic
2014,Feb,Copenhagen,(DK),8.103198143349598,23.02062208489376,Denmark
2014,Feb,Tallinn,(EE),NA,NA,Estonia
2014,Feb,Paris,(FR),6.284726158678889,14.159708233874332,France
2014,Feb,Berlin,(DE),6.715881862407037,27.55372686436413,Germany
2014,Feb,London,(GB),5.438619927099257,16.495289610466894,United Kingdom
2014,Feb,Athens,(GR),8.675119440630288,18.004448785612855,Greece
2014,Feb,Budapest,(HU),6.112984376574795,22.067666699890363,Hungary
2014,Feb,Dublin,(IE),6.23357864192346,20.535811153691355,Ireland
2014,Feb,Rome,(IT),8.606739320835151,18.864796783413265,Italy
2014,Feb,Riga,(LV),NA,NA,Latvia
2014,Feb,Vilnius,(LT),NA,NA,Lithuania
2014,Feb,Luxembourg,City,4.958989652125987,15.36303068618392,Luxembourg
2014,Feb,Amsterdam,(NL),6.266810480662739,17.48859256634032,Netherlands
2014,Feb,Warsaw,(PL),8.850292238151384,25.007569898228837,Poland
2014,Feb,Lisbon,(PT),11.616377325323011,28.298780253803272,Portugal
2014,Feb,Bucharest,(RO),6.130887679853894,25.712513464153535,Romania
2014,Feb,Belgrade,(RS),9.153359461486021,12.924420765794718,Serbia
2014,Feb,Bratislava,(SK),7.969634035799964,22.320132865842407,Slovakia
2014,Feb,Ljubljana,(SI),8.489551635533275,18.645370231209668,Slovenia
2014,Feb,Madrid,(ES),8.299040678395194,24.350345505080067,Spain
2014,Feb,Stockholm,(SE),14.348898140081346,12.370680877619392,Sweden
2014,Feb,Bern,(CH),NA,11.047438011908422,Switzerland
2014,Feb,Kyiv,(UA),NA,NA,Ukraine
2014,Feb,Average,-,7.75492442111146,20.269950350093396,NA
2014,Feb,Average,-,7.818489650219396,NA,NA
2014,Mar,Vienna,(AT),7.033334828517346,18.60319909571271,Austria
2014,Mar,Brussels,(BE),6.104256405204761,18.989943313602048,Belgium
2014,Mar,Sofia,(BG),NA,NA,Bulgaria
2014,Mar,Zagreb,(HR),8.048032898616311,20.326106334252135,Croatia
2014,Mar,Prague,(CZ),8.611028296213354,26.56458747440331,Czech Republic
2014,Mar,Copenhagen,(DK),8.276751128867788,22.97376526611192,Denmark
2014,Mar,Tallinn,(EE),NA,NA,Estonia
2014,Mar,Paris,(FR),6.229847845030303,14.159708233874332,France
2014,Mar,Berlin,(DE),6.715881862407037,27.439097127732936,Germany
2014,Mar,London,(GB),5.438619926737694,16.495289610466894,United Kingdom
2014,Mar,Athens,(GR),8.613863743335322,18.004448785612855,Greece
2014,Mar,Budapest,(HU),6.112984377216555,22.067666699890363,Hungary
2014,Mar,Dublin,(IE),6.119863278912279,20.62846693614713,Ireland
2014,Mar,Rome,(IT),8.606739320835151,18.864796783413265,Italy
2014,Mar,Riga,(LV),NA,NA,Latvia
2014,Mar,Vilnius,(LT),NA,NA,Lithuania
2014,Mar,Luxembourg,City,4.958989652125987,15.36303068618392,Luxembourg
2014,Mar,Amsterdam,(NL),6.249052414831879,17.437115137553715,Netherlands
2014,Mar,Warsaw,(PL),8.850292238019348,25.007596678548303,Poland
2014,Mar,Lisbon,(PT),11.616377325323011,28.298780253803272,Portugal
2014,Mar,Bucharest,(RO),6.130887678360684,25.712583671092368,Romania
2014,Mar,Belgrade,(RS),9.153359461323635,12.924387614784889,Serbia
2014,Mar,Bratislava,(SK),7.969634035799964,22.320132865842407,Slovakia
2014,Mar,Ljubljana,(SI),8.489551635533275,18.645370231209668,Slovenia
2014,Mar,Madrid,(ES),8.299040678395194,24.350345505080067,Spain
2014,Mar,Stockholm,(SE),14.348901877580031,12.183981475399069,Sweden
2014,Mar,Bern,(CH),NA,11.047438011908422,Switzerland
2014,Mar,Kyiv,(UA),NA,NA,Ukraine
2014,Mar,Average,-,7.869265576056279,20.256197594742535,NA
2014,Mar,Average,-,7.817149586781223,NA,NA
2014,Apr,Vienna,(AT),7.033334828517346,18.60319909571271,Austria
2014,Apr,Brussels,(BE),5.8165617416067414,16.313951301637907,Belgium
2014,Apr,Sofia,(BG),NA,NA,Bulgaria
2014,Apr,Zagreb,(HR),8.02320578434196,20.30751696280145,Croatia
2014,Apr,Prague,(CZ),8.611028297077068,26.56470453096706,Czech Republic
2014,Apr,Copenhagen,(DK),8.091014401916057,22.674466358329504,Denmark
2014,Apr,Tallinn,(EE),NA,NA,Estonia
2014,Apr,Paris,(FR),6.231851981045851,14.159708233874332,France
2014,Apr,Berlin,(DE),6.715881862407037,27.631731002218036,Germany
2014,Apr,London,(GB),5.438896255644396,16.40346215169691,United Kingdom
2014,Apr,Athens,(GR),8.134471329722555,18.004448785612855,Greece
2014,Apr,Budapest,(HU),5.715640391862344,22.067666699890363,Hungary
2014,Apr,Dublin,(IE),6.119863278912279,20.619455089506012,Ireland
2014,Apr,Rome,(IT),8.334112110642833,18.725379063120673,Italy
